story_code,story_name,plot_summary_25_50_words,author_code,in_what_order_are_the_investigation_and_reveal_portions_provided,name_of_detective_number_1,detective_number_1_gender,detective_number_1_role,name_of_detective_number_2,detective_number_2_gender,detective_number_2_role,name_of_assistant_number_1,assistant_number_1_gender,assistant_number_1_role,name_of_assistant_number_2,assistant_number_2_gender,assistant_number_2_role,more_than_two_assistants_if_yes_enter_total_number,number_of_victims_of_gender_male,number_of_victims_of_gender_female,number_of_culprits_of_gender_male,number_of_culprits_of_gender_female,number_of_culprits_of_gender_non_binary,number_of_culprits_of_gender_unknown,are_one_or_more_culprits_introduced_into_the_story_only_during_the_reveal,the_main_culprit,who_initiates_the_detectives_investigation,what_is_the_role_of_the_police_force_in_solving_the_crime,the_storys_main_action_focuses_on_a,when_do_es_the_crime_s_mystery_being_investigated_occur,types_of_crimes_or_quasi_crimes_present_in_story,motives,means_murder_only,does_the_story_provide_sufficient_clues_in_sufficient_detail_to_allow_an_alert_reader_to_correctly_guess_the_solution_before_the_reveal,does_the_story_provide_sufficient_clues_in_sufficient_detail_to_allow_an_alert_reader_to_definitively_solve_the_crime_before_the_reveal,did_either_annotator_personally_correctly_guess_the_solution_to_the_crime_before_the_reveal,types_of_clues,what_is_the_essential_clue_in_the_story_if_present,of_what_type_is_the_essential_clue_if_present,what_is_the_most_salient_clue_in_the_story_if_clues_are_present,of_what_type_is_the_most_salient_clue_if_clues_are_present,describe_the_main_red_herring_if_present,of_what_type_is_the_main_red_herring_if_present,presence_of_planted_or_fabricated_evidence,types_of_evidence_made_available_in_the_story,is_the_crime_solved,does_the_detective_pointedly_and_independently_decide_not_to_alert_the_authorities_to_the_facts_of_the_crime_despite_the_fact_that_an_actionable_crime_has_been_committed,do_you_receive_a_satisfying_narrative_of_account_of_the_crime_s_in_all_their_relevant_details_and_a_summary_of_the_process_by_which_the_crime_s_are_solved,how_satisfying_is_this_story_as_a_piece_of_detective_fiction,would_you_recommend_this_story_to_a_friend,crime_trajectory,what_is_the_reveal_border_sentence,surname_s,given_name_s,sex,year_of_birth,country_of_birth,city_town_of_birth,date_of_death_yyyy_mm_dd,country_of_death,city_town_of_death,nationality_ies,viaf,story_url,date_of_first_publication_yyyy_mm_dd,format_of_first_publication_journal_or_book,name_of_journal_or_title_of_book,text_words,before_reveal_words,after_reveal_words,title_words,unique,year_published
MHI02,The Loss of Sammy Crockett,"A prized runner suddenly goes missing, and Martin Hewitt must find out what happened to him before the race begins!",AM,Standard,Martin Hewitt,Male,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,1,0,0,Yes,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation, After the investigation",Kidnapping,Greed,NA,Yes,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",the ripped note,Physical clue,Steggles' behaviour,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,3,No,No qrime → qrime,"""Come,"" he said, as he met Kentish's inquiring glance, ""this has been a very good day, on the whole. I know where our man is now, and I think we can get him, by a little management.""",Morrison,Arthur,M,1863-11-01,England,London,1945-12-04,England,Chalfont St. Peter,"British, English",https://viaf.org/viaf/27069152/,https://www.gutenberg.org/files/11252/11252-h/11252-h.htm#CH2,1894-04-01,Journal,The Strand,8540,8540,4185,27,FALSE,1894
MHI03,The Case of Mr. Foggatt,"A man is found dead in his apartment, and the police rule it as a sucide, but is it really? An apple left on the scene seems to indicate that the man was not alone in the room...",AM,Standard,Martin Hewitt,Male,Independent professional (solo),NA,NA,NA,Brett,Male,Independent amateur,NA,NA,NA,NA,2,1,2,0,0,0,No,Acts alone,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation",Murder,NA,Asphyxiation,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",the apple,Physical clue,the conversation about cycling,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,5,Yes,No qrime → qrime,"""Mr. Sidney Mason,"" he said, ""is the gentleman the police will be wanting to-morrow, I expect, for the Foggatt murder.",Morrison,Arthur,M,1863-11-01,England,London,1945-12-04,England,Chalfont St. Peter,"British, English",https://viaf.org/viaf/27069152/,https://www.gutenberg.org/files/11252/11252-h/11252-h.htm#CH3,1894-05-01,Journal,The Strand,7672,7672,4328,24,FALSE,1894
CME02,The Hocussing of Cigarette,"Cigarette, the horse, is poisoned! Who could have hocussed this poor prize-winning racehorse? Was it the work of the groom, Mr. Cockram, who was also drugged that night? And why would Mr. Cockram testify that he saw Mrs. Keeson at the barn that night?",BO,Standard,Bill Owen,Male,Independent amateur,NA,NA,NA,Polly Burton,Female,Independent amateur,NA,NA,NA,NA,2,0,1,1,0,0,No,Acts mostly alone with some assistance,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Assault, Mischief","Love, Pride",NA,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",Love between Harold and Agnes prevented by Lord of Okeham (owner of horse),Testimonial clue,Mr. Keeson's pride,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,4,Yes,Qrime → same qrime,"“Let us take things from the beginning,” he said at last.",Orczy,Emma,F,1865-09-23,Hungary,Tarnaörs,1947-11-12,Henley-on-Thames,England,"Hungarian, British",https://viaf.org/viaf/39382131/,http://gutenberg.net.au/ebooks20/2000141h.html#TheHocussingofCigarette,1905-03-18,Journal,The Royal Magazine,6449,5151,1289,27,FALSE,1905
CME03,The Tragedy in Dartmoor Terrace,"Mrs. Yule, an eccentric woman, is found dead at the bottom of some stairs. Was it an accident? Or a murder by her estranged son, one William Yule, motivated by being struck from her will in favour of her adopted son, William Bloggs (soon to be named William Yule)?",BO,Standard,Bill Owen,Male,Independent amateur,NA,NA,NA,Polly Burton,Female,Independent amateur,NA,NA,NA,NA,1,2,1,0,0,0,No,Acts alone,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Fraud","Greed, Revenge",Other,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)","After Mrs. Yule's death, Bloggs goes on holiday and returns with a wife.",Testimonial clue,The transfer of property to Bloggs,Testimonial clue,NA,NA,"Planted, Fabricated","Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,Qrime → same qrime,"“I think,” he said excitedly, “that the mysterious visitor who left the house that night had an instigator whose name was William Bloggs.”",Orczy,Emma,F,1865-09-23,Hungary,Tarnaörs,1947-11-12,Henley-on-Thames,England,"Hungarian, British",https://viaf.org/viaf/39382131/,http://gutenberg.net.au/ebooks20/2000141h.html#TheTragedyinDartmoorTerrace,1905-03-18,Journal,The Royal Magazine,5564,4683,860,32,FALSE,1905
CME04,Who Stole the Black Diamonds?,"A set of black diamonds, the most valuable possession of a financially embarrassed royal couple, disappears just before its sale. Months later, the diamonds are spotted on a wealthy American widow, who claims that her husband purchased them legally.",BO,Standard,Bill Owen,Male,Independent amateur,NA,NA,NA,Polly Burton,Female,Independent amateur,NA,NA,NA,NA,2,2,2,0,0,0,No,Acts mostly alone with some assistance,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Theft, Fraud, Forgery",Greed,NA,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible)",American millionaire bought diamonds before their theft.,Testimonial clue,Black diamonds are a one of a kind,Testimonial clue,Rope ladder.,Physical clue,"Planted, Fabricated","Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,Qrime → different qrime,"“Well, to me,” he said, “the only logical conclusion of the affair is that the Black Diamonds which Mrs Vanderdellen wore were the only and original ones belonging to the Crown of ‘Bohemia’.”",Orczy,Emma,F,1865-09-23,Hungary,Tarnaörs,1947-11-12,Henley-on-Thames,England,"Hungarian, British",https://viaf.org/viaf/39382131/,http://gutenberg.net.au/ebooks20/2000141h.html#WhoStoletheBlackDiamonds,1905-03-18,Journal,The Royal Magazine,5478,4748,699,30,FALSE,1905
CMH06,The Case of the Lost Foreigner,"A battered and bruised Frenchman in London fails to speak French to an Englishman. After free-handing some doodles and scrawling some gibberish, Martin Hewitt uncovers an explosive and bread-filled conspiracy!",AM,Standard,Martin Hewitt,Male,Independent professional (solo),NA,NA,NA,Brett,Male,Independent amateur,NA,NA,NA,NA,1,0,6,0,0,0,Yes,Acts on behalf of a crime syndicate,The police,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Assault, Mischief",Ideology,Explosives,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The scribbled drawings,Physical clue,The fear of bread,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,Yes,Qrime → different qrime,"Messengers were sent and telegrams despatched, and presently Hewitt came to me with information.",Morrison,Arthur,M,1863-11-01,England,London,1945-12-04,England,Chalfont St. Peter,"British, English",https://viaf.org/viaf/27069152/,https://www.gutenberg.org/files/37820/37820-h/37820-h.htm#THE_CASE_OF_THE_LOST_FOREIGNER,1895-06-01,Journal,The Windsor Magazine,8775,5175,3588,31,FALSE,1895
AMH01,The Affair of Mrs. Seton's Child,"To her great distress, Mrs. Seton’s toddler Charley disappears from the house. Six weeks before, he had wandered off on his own, and was brought to the police station by a mysterious veiled woman.",AM,Standard,Martin Hewitt,Male,Independent professional (solo),NA,NA,NA,Brett,Male,Independent amateur,NA,NA,NA,NA,1,2,2,1,0,0,Yes,Acts mostly alone with some assistance,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Blackmail, Assault, Kidnapping","Greed, Love","Knife/sword, Unknown",Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",Main culprit's brother confesses to kidnapping,Testimonial clue,The new shoes,Physical clue,NA,NA,"Planted, Fabricated","Testimonial evidence, Physical evidence",Yes,Yes,Yes,3,No,Qrime → same qrime,"""Come, Mrs. Isitt,"" he said, ""you have been recognised. Here is my card. I am commissioned by the parents of the child to find who removed him, and I think I have succeeded.""",Morrison,Arthur,M,1863-11-01,England,London,1945-12-04,England,Chalfont St. Peter,"British, English",https://viaf.org/viaf/27069152/,http://gutenberg.net.au/ebooks14/1403241h.html#story1,1896-03-01,Journal,The Windsor Magazine,10447,7837,2579,33,FALSE,1896
AMH02,The Case of Mr. Geldard's Elopement,"Mrs. Geldard thinks that her husband has eloped with a mistress. Hewitt discovers that Mr. Geldard, allegedly an agency broker, might be pursuing a more lucrative career path.",AM,Standard,Martin Hewitt,Male,Independent professional (solo),NA,NA,NA,Brett,Male,Independent amateur,NA,NA,NA,NA,0,1,3,3,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Fraud, Trafficking",Greed,NA,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The pipes in the garden,Physical clue,Emma Trennatt's note,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,No qrime → qrime,"We compared notes, and Hewitt laughed heartily.",Morrison,Arthur,M,1863-11-01,England,London,1945-12-04,England,Chalfont St. Peter,"British, English",https://viaf.org/viaf/27069152/,http://gutenberg.net.au/ebooks14/1403241h.html#story2,1896-01-01,Journal,The Windsor Magazine,11452,9560,1887,36,FALSE,1896
MHI07,The Affair of the Tortoise,"(Racism; Craniometry; Eugenics) A missing body, a disgruntled Frenchman, and a mysterious note at the scene of the crime demanding revenge for a tortoise - how could detective Hewitt resist? Follow along as he investigates the murder of a wealthy, obnoxious black man. Is this case as clear-cut as it seems?",AM,Standard,Martin Hewitt,Male,Independent professional (solo),NA,NA,NA,Brett,Male,Independent amateur,NA,NA,NA,NA,2,0,1,0,0,0,Yes,Acts alone,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Suspected murder, Assault","Revenge, Ideology",NA,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",Blood was not smeared on the way to the door,Physical clue,Hewitt's focus on the map of the West Indies,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,Qrime → different qrime,"Now, I have got somebody.",Morrison,Arthur,M,1863-11-01,England,London,1945-12-04,England,Chalfont St. Peter,"British, English",https://viaf.org/viaf/27069152/,https://www.gutenberg.org/files/11252/11252-h/11252-h.htm#CH7,1894-10-01,Journal,The Strand,6461,6461,2079,27,FALSE,1894
CMH01,The Ivy Cottage Mystery,"The destruction of an artist’s painted wall panels is swiftly followed by the artist’s murder. His house is completely ransacked! Martin Hewitt and his mentee, Brett, arrive at the scene only to find that the evidence has been swept clean by the victim’s over-enthusiastic housemaid. What can they uncover?",AM,Standard,Martin Hewitt,Male,Independent professional (solo),NA,NA,NA,Brett,Male,Independent amateur,NA,NA,NA,NA,2,1,3,0,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Theft, Fraud, Forgery, Mischief","Greed, Revenge",Blunt force trauma,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The puttied-up hole in the wood from the panel,Physical clue,"Focus on prior tenant, Harvey Challitt",Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,Yes,Qrime → same qrime,Then is that anything like him?,Morrison,Arthur,M,1863-11-01,England,London,1945-12-04,England,Chalfont St. Peter,"British, English",https://viaf.org/viaf/27069152/,https://www.gutenberg.org/files/37820/37820-h/37820-h.htm#THE_IVY_COTTAGE_MYSTERY,1895-01-01,Journal,The Strand,9425,5634,3787,24,FALSE,1895
CMH02,The Nicobar Billion Case,"Amidst a shipwreck, two cases containing gold bars go missing from the sunken ship. The Captain and steward are seen colluding, and carrying suspicious parcels. The Captain blames the first mate charged with protecting the gold. Everyone has a suspect. Detective Hewitt must dive deep to find the missing treasure.",AM,Standard,Martin Hewitt,Male,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,Yes,Acts together with one or more equal partners,The detective(s) themselves,Police are present and contribute significantly to solving the crime,Crime,Before the investigation,Theft,Greed,NA,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)",Drag marks made from the boxes,Physical clue,The rock being clean,Physical clue,The carpenter overheard the captain and the steward talking about carrying heavy objects,Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,No,No,3,Yes,Qrime → same qrime,"It was about eleven the next morning when Merrick received the following note, brought by a boatman",Morrison,Arthur,M,1863-11-01,England,London,1945-12-04,England,Chalfont St. Peter,"British, English",https://viaf.org/viaf/27069152/,NA,NA,NA,NA,11927,7760,4152,25,FALSE,NA
MHI04,The Case of the Dixon Torpedo,"Designs for a Torpedo have gone missing, but who stole them and what does this have to do with the Russian government? Martin Hewitt is on the case!",AM,Standard,Martin Hewitt,Male,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,0,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Fraud, Theft, Forgery",Greed,NA,No,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The walking sticks hiding the torpedo drawings,Physical clue,The floor plan of the building,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,Qrime → same qrime,"It was about six o'clock when Hewitt returned, alone, but with a smiling face that told of good fortune at first sight.",Morrison,Arthur,M,1863-11-01,England,London,1945-12-04,England,Chalfont St. Peter,"British, English",https://viaf.org/viaf/27069152/,https://www.gutenberg.org/files/11252/11252-h/11252-h.htm#CH4,1894-06-01,Journal,The Strand,7728,7728,3590,30,FALSE,1894
MHI05,The Quinton Jewel Affair,"An incoherent Irishman claims he was nearly murdered, and a ruby has gone missing! What happened to the ruby, and what did this man have to do with it?",AM,Standard,Martin Hewitt,Male,Independent professional (solo),NA,NA,NA,Brett,Male,Independent amateur,NA,NA,NA,NA,2,1,2,0,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Theft, Fraud, Assault",Greed,NA,No,No,No,"Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The testimony of Leamy about his encounter with the culprits,Testimonial clue,The testimony of Leamy about his encounter with the culprits,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,Qrime → same qrime,"We told Sir Valentine the story of the Irishman, much to his amusement.",Morrison,Arthur,M,1863-11-01,England,London,1945-12-04,England,Chalfont St. Peter,"British, English",https://viaf.org/viaf/27069152/,https://www.gutenberg.org/files/11252/11252-h/11252-h.htm#CH5,1905-03-08,Journal,The Strand,8776,8776,755,25,FALSE,1905
